Text,string_City,score_Count People Found Review Helpful,date_Date Created,string_Name,score_Overall Rating,string_Place Location,string_State,string_User Name,Concepts
Unique and discrete jewelry pieces that wont draw too much attention if youre going from a more inconspicuous look. Clean and bright store and friendly staff as well.,New York,2,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Stefan Trotman,
Came here ready to buy rings for me and my boyfriend but sadly they dont carry any ring sizes above 12. I ended up getting a ring for myself and it was beautiful. The process was quick and easy and we were in and out of the  store within 5-10 minutes. Would def come again!,New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Wisely Chang,
Allie from the Spring St location is exactly why I love supporting Mejuri and will over and over again! Customer service was ABOVE AND BEYOND for a damaged product. I am so relieved someone like her works for this company!,New York,0,2024-04-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Kylie Walsh,
"HAD to give a shoutout to my girl sarah the stylist... we had a cheeky little 20 minutes as i tried on some earrings during an appointment... reward her for her attitude and commitment to service! 5 stars, 100 roses to sarah ❤️",New York,0,2024-06-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Ian C,
"I booked an appointment to have my ears pierced. I initially planned to get three piercings. However, after consulting with Mike (the piercer if thats an actual titled?) he informed me that the style I wanted required an earring size that is not sold by the company. He then immediately recommended a tattoo parlor close by that could do the style for me. I really appreciated his honesty. He could have tried to sell me an earring style that would have been ""close enough"" in size but he was honest in saying none of them were the proper size for what I wanted and  I appreciated that. He took time with me for a mini consultation and was very patient as I had to reorganize my thoughts and decide on what I wanted given I was unable to achieve the style I originally booked the appointment for. He was very kind and very professional. He made my experience so enjoyable and I will definitely return for future piercings. In addition, I purchased a bracelet which I scouted out on the website prior to coming in-store. The sales associates were nice and attentive. My shopping experience was great. I was a bit hesitate given the recent comments regarding the sales associates on google review but I am happy to say my experience was 10/10.",New York,2,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Ashley D,
"I used to shop at the Mejuri SOHO store pre-pandemic, and the service used to be fabulous!Ever since the pandemic, the level of service seems to go down a bit more every time I returned. I visited the SOHO store today 8/24/2023 at around 2:30pm. At the time, there were less than a total of 10 people in the store. I was browsing the 14k solid gold counter, where a sales associate was positioned, she was at the time not servicing other customers.For the 2-3 min while I walked around the counter, clearly interested in making a purchase, not only did she not budge from her spot at the counter, she had ZERO intentions to even drop a simple ""hello"" or ""welcome"".When I used to come to the store, the sales associate would help to sanitize the pieces that I wanted to try, so when I asked where I can find the sanitizing swabs, she made a snarky comment and said ""theyre all cleaned."" I wasnt about to take her word for it, so then I asked politely where I could get some swabs to do it myself. She pointed ""somewhere"" to the middle of the counter and said, its all in there. It took me a good 5 seconds to see and realize that she was pointing to a covered marble cup holder in the middle of the counter, but she couldnt be bothered to even help me grab it or to even clearly indicate what she was referring to.I also asked her about the product that I was looking for. After telling me that they didnt have it in stock, I asked her for something comparable, where she then answered ""Im not sure whats the most similar piece."" I tried the product and despite liking it, I wanted to leave and order online so that I didnt have to deal with the unacceptable level of customer service that I received.The irony of this whole experience was that, as I was leaving the store, the security guard at the front of the door said to me ""have a nice day!"" I honestly think the security guard wouldve been a more fit salesperson and the associates actually working there.As a fellow Canadian, I love supporting domestic brands. But between competitor brands like Kinn Studio, Aurate, Catbird and others, the level of service is just inexcusable.Will also be sending a review to your media accounts.",New York,7,2024-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Helen T.,
"I came to this location today, and the service was great. The assistant was extremely nice and gave compliments. It was a pleasant experience overall, and Im happy with my new earrings",New York,0,2024-05-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Marie Mironova,
"Excellent experience in store today. I bought an opal ring online during black friday last year and the stones have become transparent and lost the opal hues, I thought this is just the finicky feature of opal and did not expect they will honor exchange since its been 4 months since I got it. I happened to pass by this store and walked in, the customer rep kindly checked in with me and honored the exchange with black friday price. The process was smooth and they did not blame on me misuse of the jewelry.Anyone who loves opal, please remember to take it off when youre washing your hands or taking shower so it wont change its character!",New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Louisa Cao,
"I was hesitant to go into the retail store because of the reviews, but decided to take my chances. I was so pleasantly surprised with how Jasmine (I think thats her name?) helped me in such detail. When she didnt know the answer, she was quick to look it up or ask for help. Everyone was actively helping customers through the entire store, and everyone was kind and open to chatting. I would recommend this store to anyone, and I definitely spent more money than Id planned because of how helpful everyone was. Haha!",New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Miriam Dumlao,
"Mejuri markets itself as high quality for lower prices.Cons:(1) Images online are NOT always reflective of the piece in-person -- for example, a necklace I ordered had a lobster clasp in its online product photo, but when I received it it was a spring ring (lobster clasps are better and easier to use)(2) they are a good value if you compare them to a luxury designer like Tiffany or Cartier obviously, but they are notably more expensive per gold weight than their actual peer competitors like Quince.(3) They are a retail store more than a jewelry store, as in they dont have jewelers in-store or repair any of their pieces. Which is fine, but their employees can only provide very basic jewelry guidance.(4) Customer service is mixed. I ordered an item on 11/28/22 which made it eligible for the 60-day holiday return policy (normally its 30 days), although it was backordered, and then further delayed so I only received it in the mail on 2/9/23. I went in-store to return it only 2 weeks later after receiving it, however the employee gave me a hard time insisting that it was beyond the 30 day window and that she would ask the manager for a one-time exception. However, its returnable for 60 days (normally 30 days) from the date of delivery (confirmed with customer service online). I tried to explain this but employee was reeaally insistent and was acting like she was doing me a huge favor by making a one-time exceptionPros:(1) Their social media customer service seems pretty decent. They quickly clarified their 60-day holiday return policy and that it begins from the date of receiving the item.(2) In-store you can just grab and try-on whatever items, so you can try on basically all their store items pretty quickly (vs. requiring an employee to let you try one item on at a time which takes forever). Lots of seating for the waiting boyfriends/shopping partners too.I have no experience regarding their warranty. Other reviews mention that they are pretty strict about only covering 2 years, no exceptions if youre a few days over, and it doesnt cover tarnishing.",New York,3,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Ann ie,
"Went here with my daughter.  She had received a pair of earrings as a gift and one of them had broken.  The service personnel were friendly and called the manager for authorization.  Once authorized, the service lady took care of the issue quickly and efficiently.  A+",New York,0,2024-02-10 00:00:00,Mejuri,4,"43 Spring St, New York, NY",NY,Karim Poonawala,
"Two sales associates at theSpring St. location in NYC (both named Jessica) were simply amazing! Being Black Friday, the store was quite busy but easy to shop thanks to great foot-traffic management. The two associates took the time to each guide me through different styles, colors, and sizes, as well as answer all my concerns so I could make my decision. I decided to get two pieces thanks to them, a bracelet for a gift and a signet ring for myself.Wonderful in-store experience:clear communication, thoughtful connection, and inspirational product and service.",New York,4,2023-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,M. Sebastian Lopez,
"I was excited to find so-called high quality jewelry at low prices but once I received my order, I saw that it was really low quality jewelry at high prices. I ordered a gold necklace and ring (first order ever). The necklace arrived tangled in a knot. I spent 10 minutes trying to undo the knot and gave up. The chain is very thin and chintzy so I decided to quit trying to untangle it and just return it. The ring is a nice design but looked cheap on me. If youre on a budget and okay with lower quality jewelry then go for it. If you want a nice quality piece, just pay the higher price elsewhere.",New York,0,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Denise Warner,
"Two stars because I have the snake ring from Mejuri that I bought online recently - would give 4-5 stars there - but then went to the store in soho to get a couple more rings and make sure they were the correct size for a different finger. I didnt see the line outside and walked in the door, where the zero star greeter guy barked that I had to wait outside. Maybe the other folks in there have better customer service skills, but I wasnt about to wait in the heat to find out...",New York,1,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Christina L,
"Staff here is so rude. Have been in multiple times, have a gift card I need to spend otherwise would not be in there at all. If you ask them for help as they apparently are doing nothing else they are frustrated and interact as minimally as possible. Always make me feel worse than I when I entered. Not to mention the jewelry scratches and tarnishes within weeks at a price point that should not. Avoid store if you can",New York,2,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Delila Ames,
Absolutely love this place! I had known about Mejuri after seeing them on Instagram but I never made the jumó to make a purchase online. While on vacation in NYC I made a detour to the in person store and am SO glad I did! Great products and customer service.,New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Daniela R,
"I usually buy from their website, but I had to go to the store for a piercing appointment. The piercer was very reassuring and accommodating. The staff were all very nice and friendly as well. And its nice to see the pieces in store",New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,C B,
"One of the worst and most frustrating customer experience I ever had!! I ordered a necklace during Black Friday, it came all tangled up and impossible to untangle. I reached out to customer service to get a replacement after returning the first one. Guess what? The second necklace also came all tangled. Ive been trying to return the second one for a month now. The labels Ive been sent were either already used or wrong (Ive been asked to drop them at FedEx while the label was a DHL one). In the meantime I am still waiting for a refund. This shows a carelessness and lack of consideration for my time and energy. Ive been emailing back and forth to get this sorted out and going to FedEx multiple times. Not worth it!",New York,4,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Soumaya Jameleddine,
"Just avoid this cheap jewelry. My husband got me a necklace from here and it arrived used. It was rusted and scratched and the chain was tangled. When we contacted customer service they said we had to ship it back and then they would send the replacement. 3 weeks passed and no one contacted him to inform him the necklace was out of stock and to as it to his ""wish list"". They issued the refund without notifying anything. This was a Christmas gift. The lack of customer service and quality is awful.",New York,2,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Lizbeth Corral,
"Some of the people here are nice especially the door person, but some others just radiate a weird mean energy… I was trying a necklace and was thinking about it for a few seconds and the sales person looked at me from head to toe with a smirk on her face. I almost got the necklace but her attitude was upsetting so I decided to not buy for this kinda behavior",New York,7,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Lydia Zhang,
"I have been buying from Mejuri for a few years now and really like their jewelry.That said, I recently made my first couple visits to the store and have been disappointed with the experience around order pick-up. At my first visit, I waited over 20 minutes for my name to be called after checking in. At my second, I waited 15 minutes, and 2 different people who I watched check in after me had their names called first. I also saw someone decide to buy a new item, pay for it, and get it packaged up all in the span of time that I waited. In both cases I was just buying a single necklace, nothing complicated. My expectation around pickup is that, since I got an email saying my order was ""ready"", it should be all packaged up and ready to go and handing it off to me should just be a matter of grabbing the right bag and not take 15-20 minutes each time. At this point it seems like Id be better off just buying items in-store and not bothering with the advance order and pickup.The employees have all been super nice and Im sure they are doing their best but it seems like the pickup process is flawed and/or they are really understaffed.",New York,1,2023-02-10 00:00:00,Mejuri,3,"43 Spring St, New York, NY",NY,Kaitlin Mahar,
"This is a slightly delayed review re:a visit in mid May. Myself and one other Black woman have been to this location before and found the shopping experiences to be great. We came in this afternoon in mid may and for the entire experience employees (on different occasions) seemed to be hovering near/around us as we shopped. It seemed that the other shoppers were roaming with much more space and ease. Hopeful that Mejuri staff has undergone training so that this can be avoided in the future; it was very clear that, as Black women, employees interacted with us differently than the other non-black shoppers. Really disappointing.",New York,23,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Aliyah,
"TLDR:Poor service. Spend your money where you are treated with respect.Context:I visited the Mejuri store on Spring St. to purchase two items. When I entered I immediately asked for the pieces I wanted to purchase, a pair of sterling silver earrings and an ear cuff, to try on. As I tried on the items, I asked a question regarding the dullness of the pieces and if polishing them would help them appear shiner. The associate was unsure and provided a piss-poor response making no attempt to seek assistance from a more knowledgeable staff member or her manager. As I continued trying on the pieces, I overheard the the associate and her co-worker talking about me, not to mention the associate who was supposed to be helping me and instead was commenting on my weird question, did so in a mirror that I could see and easily read her lips in (genius, she is not!)After overhearing the conversation I put the items down and started to leave. However, as I was still upset, I returned to the store and complained to the manager. The manager was apologetic of course, but honestly, how am I expected to believe anything coming from her if your employee is so emboldened to talk about the customer theyre serving the middle of a transaction. To me, this speaks to the culture of the store and tells me that this is acceptable behavior. I have worked in several customer-facing roles, retail and otherwise, and would never had dreamed of talking about a customer in their face unless I thought this was acceptable practice. Without a shred of doubt, I can tell you I would never shop at this location again.If you do venture into this location, avoid the associate who helped me at all cost. I dont know her name, however, she is white, very pale, wears glasses, has about 8 inches of new growth with green, dry looking ends, and an affinity for white culottes.",New York,8,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Ashley Fullard,
"Underwhelming experience. I came here to pickup my online order and I walked in. Not a single greeting and it wasnt even busy in the store. I saw two people working just busy chit chatting and I had to volunteer and come up and to one of them to check in with my order. I work in customer service as well and this has got to be one of the worst shopping experiences Ive had. Jewelry shopping is supposed to be fun. The lady who got my order was nice and we had a little talk about the jewelry I just purchased. I was interested in buying other stuff in-store, I was looking around and people who work there just look at you and its very intimidating. It feels like youre being snobbed. Customer service can use A LOT of improvement to be honest.",New York,5,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Albert Husmillo,
"The jewelry designes are very attractive, but the earrings Ive tried both had broken lockers, so seems to be they are not long-lasting.  I also loved the necklace with the diamond, but the shop has no certificate on diamonds. Why? No any proof that this stone is real (and the gold). And it costs 1 k.",New York,0,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Елена Федченко,
I am never the type to write a review but I cant over my last visit to this store. As someone who has been to the Toronto location various times it is disheartening to have experienced what I did. The employee with the green hair has by far the worse customer service I have ever experienced in my 49 years. She was very dismissive and seemed to be annoyed that I was asking her questions. I no longer wanted to purchase because of her attitude. If you visit stay clear of the green hair. I will not be returning.,New York,7,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Diamond rouge,
1st class. My son bought a bracelet at this location a couple of weeks ago and the clasp kept opening causing the bracelet to fall off. We brought it in and the bracelet was exchanged in minutes with no issues. That is the sign of a great company that stands behind their products.,New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,eric curtner,
"Customer service is amazing. When you walk in the Store you are greeted and thank for even browsing without make any purchase. If you decide to make a purchase the team are patient and thorough. I will always appreciate good customer service attentiveness to all. I love all the piece I bought , They are my curb chain, my boyfriend Chain,  my dome ring, diamond initial M pendent and my earth medallion pendent.",New York,1,2022-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,MICHELLE JACK,
"After repeated difficulty making a return online (they didnt send an invoice first, then wrong shipping label, then wrong instructions), we decided to make a return in person at this location. When we arrived, there was a long line  (easily over an hour) and the door person initially said we wouldnt have to wait if we were just doing a return. After telling her we did not plan on browsing, she told us to wait on the shopping line for her to call us in for the return. After waiting for 40 minutes on the line, I asked another worker and she let us off the line and finally helped us.Absolutely horrible customer service experience (online and in store) and will not be shopping this brand again. Its a shame because their stuff seems nice, but I would definitely rather shop somewhere else that treats customers better.",New York,9,2022-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Kimberly Lee,
"I own many mejuri pieces. Never had a problem. Excellent service until recently. I placed a Christmas order December 1st. Was informed the next day, due to the holidays my order would be shipping December 16th. No problem.It is December 21st and I get an email TODAY stating there was a glitch in their system and my item is actually out of stock. They have refunded the order. Not only is this beyond frustrating to now have to search for a gift super last minute when I work until Christmas even 8pm… I attempt to purchase another item instead (costs twice as much but its fine because its worth it).I ask for assistance in getting the expedited shipping (cost $15 but its ok bc again its worth it) and they tell me I cannot. It was an option for me to click on but I wasnt able to go back to fix it after that order was processed.They basically try to shut me up and tell me theyll give me $20 credit to my account (my order cost $550.) You can keep your $20. This is unacceptable. You have lost a valuable customer.",New York,1,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Nadia Rodriguez,
"Like some, Im dont typically write reviews. However I just left the store and wanted to express how uncomfortable it felt to be in there. I felt like I was constantly followed by the security guard and never offered any help by the sales associates. No one seemed interested to work or care for that matter. I am not surprised that others believe they are being racially profiled while shopping. This experience has turned me away from the brand, will no longer be shopping here. Please do some type of customer service training for your employees.",New York,5,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Megan Chui,
Bought a bracelet first . No pb. Then bought a necklace. The gold plated faded away real fast 😥 without wearing it for showers or sport. Went to Williamsburg store to have it replaced because of poor quality. They did not do anything about it. So desappointed ! Never buy there again !,New York,3,2024-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,DR L,
The staff were incredibly helpful and kind they definitely know their stuff.,New York,0,2024-10-10 00:00:00,Mejuri,4,"43 Spring St, New York, NY",NY,DnA Production,
"Went to the NYC store in order to try on some pieces I selected online before buying. I was pleased to learn that I could also purchase some items in the store. I bought 3 bracelets and a ring (all vermeil), and only the ring had to be shipped. Sales staff were friendly and helpful. All of their jewelry was really pretty. Nice experience. The store is small and was very busy and so I had to wait in line outside on a cold day. I did, however, appreciate the crowd control once inside because it allowed staff to be attentive, and adequate time and space to try things on.",New York,1,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Vixen,
"I would never shop here again. If you ever have to return anything, good luck. Horrible ethics and customer service. I returned a pair of brand new earrings in store on 11/5  and its 11/19 a WHOLE 2 weeks later and the funds still havent hit my account. I contacted CS several times and yesterday one person finally said Ive initiated the return which makes no sense because now do I have to wait an extra supposed 5-10 business days which they claim is the routine time on top of the 2 weeks? NO other business takes this long to refund money. I shopped at major brands and the refund literally returns the same day if not the next day or 48 hours max. Ive complained to BBB but they need to fix this ASAP. Of course CS will now reach out and give me the same run around. I dont care, I just want my money back.",New York,2,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Rachel Tang,
"The costumer service is absolutely terrible. They make you feel so uncomfortable. They truly could care less about me trying to make a purchase. The only person that was remotely nice was the woman who had opened the door for me.I felt like I was being stared at from every corner. Every time I clearly needed help, they would look and walk away.This was my first purchase with Mejuri and I walked out really wanting to walk right back in and return because I was so uncomfortable. The woman who finalized my purchase with me literally had the worst attitude and I probably only said 5 words, so rude to me. I will never return.",New York,11,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,B Diet,
"My mom and I were unfortunately not given good customer service at this location. My mom purchased a pair of pearl earrings but the new pair that was brought out were too different in the color/shape. After pointing it out to the girl that rang us out, she merely told us she can refund it, offered no additional assistance. She went to the back to check for another pair only when I asked her to. It seems like she didnt want to help us at all and just wanted us to leave.",New York,2,2024-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Doris Dong,
"I just had the most terrible experience here.Went into the Soho store, and the item I wanted was not in stock. The sales associated placed an order for me to be shipped. Waited 20 minutes in the store and did not receive an email confirmation, so I took a paper receipt to go. 3 hours later, still no email confirmation. I logged into my account and the order is not there. Emailed customer service, texted and nobody can find my order. Tried calling the store and it is only a recording. They just took my money.Unacceptable, really.",New York,3,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,JENNIFER LEE,
"Hmm I really wanted to enjoy my experience. But unfortunately, I feel like the floor staff arent trained? Dont expect service. Walked in and the girl at the door was staring at nothing, trying hard not to make eye contact. I had to ask her if she worked there to be acknowledged. Could tell she didnt really care to be there and just directed me to the counter where I also had to wait. There was only one other group there. It was awkward and frankly uncomfortable.",New York,1,2024-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Kaming Cheung,
"I ordered gold earrings online early in October. They were delayed multiple times, and were then delivered and signed for by the wrong person. I quickly contacted fedex as well as Mejuri customer support. I got a response last week, but for the past week I have followed up with multiple emails and heard NOTHING. Im out money, and have no idea what the next steps are to get my lost package.",New York,1,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Stephanie Meisser,
"I came here two days ago with a friend who was exchanging an item. Service was great, the person who greeted us at the door was sweet and even at one point picked up a ring I clumsily dropped. The person attending to my friend was also very nice! My problem lies with who im assuming is security, he was very unfriendly and followed us throughout the shop from the moment we entered. He was so blatant that he graduated from giving me and my friend looks and hovering near where we would stand to actually go behind the counter and stand almost directly in front of us even though I am assuming he was not selling jewelry. We made direct eye contact and it was then when he finally decided to move but he was staring  at me the whole time. I still do not understand why he did that because even if it was a concern for theft I was directly in front of a sales associate my entire visit except for when my friend and I moved location in the store because we felt so uncomfortable with his behavior. This was the most blatant profiling I have experienced, and based on previous reviews  it seems like he does this often.My friend loves the jewelry here and always constantly raves about it, it was my first time in this store and although majority of the employees here were sweet my experience with the security was so off putting that I doubt I will ever come back.",New York,4,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Lov,
"I have been obsessed with Mejuri since the brand first hit the scene, and even more since they opened their doors! Usually when I visit I am greeted with bubbly faces and kindness, however, this past weekend (Saturday), I had a completely different experience. The store was packed and busy and the associates were helping as many people as they could, yet the harshness and cold demeanor of the store manager (Dani - I asked for her name) was extremely off putting. I have visited the store a couple of times now and have come familiar with the associates there, but this time around the manager who I was dealing with couldnt give me more than 2 seconds of her time. Within 2 minutes of our time together, she left me and the questions I had hanging and assisted another woman who walked in after me. Thankfully I was able to finish my shopping experience quickly and leave without more interruption. I will be back to Mejuri, because I LOVE their stuff, but I might stick to online for awhile....",New York,5,2022-02-10 00:00:00,Mejuri,3,"43 Spring St, New York, NY",NY,Mychae'l Green,
"Ive had nothing but wonderful experiences at Mejuri. The showroom is so organized and all of the products are easy to find and try on. The staff is lovely and knowledgable. Ive even gone for several piercing events. Im always so pleased with my experience at the showroom. And of course, I adore all the products Ive purchased from them. I own a necklace, several earrings and rings. Each one is quality and holds up!",New York,0,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Caitlin Miller,
"Bracelet broke after two months.I went to the store, lined up to get it replaced. It was mailed to the wrong address and now they are refusing to do anything about it. They sent me proof of delivery showing the incorrect address/city that it was delivered to and said ""Please note, the confirmation of delivery by our courier after an investigation means were unable to accommodate a refund or replacement.""Worst customer experience Ive ever had and I dont even have a bracelet to show for it because they took the broken one and mailed the replacement to the wrong place.",New York,1,2024-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Andres Valencia,
"I used to love this brand, I still love their products--but the customer service and overall terrible experience at the Spring St. location has unfortunately left me unable to support this brand. They are so incredibly rude, often acting annoyed that I dare want to spend my money there. Today, I went in with my fiance to look for wedding bands, as we were shopping I asked to try on some rings--the woman behind the counter rolled her eyes and was like ok, sure. Right after I tried on a ring, another woman ran up to the lady who was in front us saying she should never leave the product out--like I am sitting here, trying on rings to buy and the staff act annoyed and only care to make moves if rings are left out in front of people who are actually trying to buy the rings. Ughs, just terrible. Ive never been made to feel like such a burden for wanting to spend so much of my money at an establishment. Terrible vibes, terrible customer service. Give your money to nicer people elsewhere--we ended up stopping by a place in Hoboken on our way home. She greeted us with joy, offered us beverages and was thrilled that we wanted to potentially spend our money with her. We did, we bought both rings and left feeling good and excited. Avoid Mejuri if you can, you will be sad at how terrible a place can be with such lovely jewelry. Huge bummer.",New York,12,2023-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Hannah Shapiro,
"Went with a friend to both the Chicago pop-up in May and then this showroom in July – highly recommend dropping by! Not only was trying the jewelry on in person first both fun and helpful in deciding which piece to purchase, but ordering via a brick & mortar location came with free expedited shipping! Staff were super nice and professional. :)",New York,0,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Juliana Tu,
"Overall a great experience at the Mejuri showroom.  Its a beautiful space.  I was greeted as soon as I arrived.  I really enjoyed trying on their various pieces, and getting to see and feel the quality of the product myself.  Their sales associates are very patient and attentive - Ingrid was especially helpful and sweet.  Thank you, Ingrid and the Mejuri team!",New York,1,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Jane H.,
"I decided to try Mejuri after reading the stellar reviews. I was disappointed every step of the way. It appears to be a great business model, but is very poorly executed. I visited the store on Spring St in NY. Only half the staff seemed somewhat interested in helping. I stood at a counter looking at pieces and asking questions, the lady there barely glanced up from whatever she was doing on her iPad. I placed my order, was told the order would arrive in a day and they would notify me to pick it up. I received a DHL notification in exactly 1 day that it had been delivered to the store. 8 days later nobody had contacted me. After I contacted them they asked me to pick up my order. The pieces were stacked in a way that the staff didnt seem to know where they were and after taking everything apart, I found my pieces and couldnt wait to get out. There is no certificate of authenticity on any of the stones either.",New York,3,2020-02-10 00:00:00,Mejuri,2,"43 Spring St, New York, NY",NY,Asha Samal,
"Ezra was super helpful and patient while assisting me with finding the perfect jewelry piece. She made my experience enjoyable, highly satisfied.",New York,0,2024-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Vicky Zhang,
"I received excellent support through Mejuris customer service text line. Responses were quick, helpful, and very friendly. My significant other loved the rings, and they were even more beautiful in person. Highly recommend, and will be shopping here again for sure!",New York,0,2022-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Kavan Wadhwa,
The staff here are delightful and genuinely down to earth and very helpful. None of them are pushy nor do they make you feel forced to purchase anything. I came in 3 times and tried on almost every piece of jewellery before I made my final decision and each and every woman I spoke to was extremely helpful. Cant wait for my jewellery to arrive!!,New York,0,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Zoe,
Nice place and good selection of silver and gold jeweleries.  The security guard was very friendly.  The staff that helped us was very helpful.  It was slightly difficult to get assistance until we met  the staff who assisted us.,New York,0,2024-02-10 00:00:00,Mejuri,4,"43 Spring St, New York, NY",NY,Linda Chan,
"Do not get piercing here. I paid to get a ""solid gold"" non irritating piercing I thought would be good quality. It never fully healed (now 7.5 months later) and is severely infected.",New York,2,2024-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Rose Temizer,
Ive been following Mejuri on their IG for years so when I knew I would be coming to NY for the break I knew I had to go visit the store.The attention was really good. I went two different times in the same day and both the girls who helped me were nice and answered all of my questions kindly.The store is beautiful and the prices are good for such high quality pieces. I loved it so much I bought two rings.I will definitely come back next time Im in NY!,New York,1,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Elena Portillo,
"Do not even bother with their jewelry. I have completely given up on Mejuri. The quality of jewelry is subpar for the price. I love jewelry and decided to purchase three necklaces a few months ago. As of this post all three necklaces have turned brown. None of my other jewelry ever changed color except the ones from Mejuri. I am extremely careful with my jewelry. Always kept them out of the sun, never have them touch water or anything else and kept them safely stowed away in their pouches. I was so upset I didnt discover this was a issue with Mejuri  jewelry. I would of never purchased. Save your money and go elsewhere.",New York,12,2022-02-10 00:00:00,Mejuri,1,"43 Spring St, New York, NY",NY,Fancy Flower,
"Was great to be able to see the pieces in person as Ive only ordered online previously. I cant wait to get my ring in the mail! The staff were very attentive, sweet and easy to speak with. My only wish is that I couldve walked out of store with my ring. Interesting buy in store and ship to home only concept. Thanks Mejuri team!",New York,1,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Jasmine S. Young,
"Very nice experience at the showroom. Ended up buying a ring. The employees were well-informed and very helpful. There were a lot of customers though, so a lot of people crowded around tiny display tables and that was a little uncomfortable. Overall very satisfied and will continue to purchase more jewelry in the future.",New York,0,2020-02-10 00:00:00,Mejuri,5,"43 Spring St, New York, NY",NY,Jen Xiong,
